ID,工单编号,行业分类1级,行业分类2级,行业分类3级,行业分类4级,诉求内容,原处置单位,处置单位,单位类别
211,20180102131056,城管问题,扩展事件,噪音,室内装修噪音,市民来电反映: 复兴城陈听雨轩自助餐装修施工噪音扰民的问题,市数字城管专席,数字城管专席,1
213,20180103138816,农业,村队管理,土地征用,土地征用,"市民来电反映: 其是琼山镇大坡镇中税村委会的居民，其表示中税制小组在村里土地水田面积分配好且有相关证明，但是有人怀疑土地面积弄错，故来电希望政府部门进入调查，请琼山区政府核实处理，谢谢！（请职能局按规定在30分钟内联系市民，响应处置）（政府工单号20180101117272）市民再次来电反映：其要求政府工作人员马上到现场进行处理。请琼山区政府核实处理，谢谢！（请职能局按规定在30分钟内处置）2018-01-01琼山区大坡镇政府：关于市民反映琼山镇大坡镇中税村委会对方认为土地面积不合理的问题，我镇工作人员第一时间到现场召集双方了解情况。经核实，投诉方依法取得了基本农田确权证，受法律保护。我镇要求对方保持克制，不得滋生闹事，依法解决自身诉求。（工单编号20180101119227）。
市民再次来电：上次投诉的办理并没找过其，现要求找出双方出面一起协商处理。请琼山区政府核实处理，谢谢！（请职能局按规定在30分钟内处置）",琼山区大坡镇政府,人民政府,3
214,20180102128239,公安（治安、交通）,其他,其他,其他,市民来电反映:其是滴滴车司机，保税区内的一家滴滴公司要求其购买全保，交钱公司帮其办理证件。当时滴滴公司告知其一边跑车一边考取已约滴滴许可证，但是现在交通局需要两证齐全才能出行，其认为不合理。请交通局核实处理。（请职能局按规定在30分钟内核实处理，响应处置） ,市交通运输和港航管理局,交通运输和港航管理局,1
216,20180102122532,城管问题,街面秩序,占道废品收购,占道经营,市民微信反映: 琼山凤翔西路华荣小区出口人行道上有商贩占道卖早餐，请城管核实处理！（请职能局按规定在30分钟内核实处理，响应处置）,琼山区城市管理行政执法局,城市管理行政执法局,2
218,20180102122823,部件,园林绿化,行道树,其他,市民来电反映: 美兰区长堤路右拐和平南路辅道处树枝过长，导致遮挡路灯光线，影响驾驶，请绿管所核实处理！（请职能局按规定在30分钟内联系市民，响应处置）,海口市公共绿化管理所,公共绿化管理所,1
219,20180102122634,公安（治安、交通）,交通管理,交通设施,交警指挥,"交警来电反馈: 20180102122574《关于龙昆南路海南师范学院一直到高登西街有交通拥堵的情况的问题》处理情况
工单内容
市民来电反映:龙昆南路海南师范学院一直到高登西街有交通拥堵的情况，请交警部门核实处理！（请职能局在规定30分钟内联系市民，响应处置）
",市公安局交通警察支队,公安局交通警察支队,3
224,20180103138349,人力保障,社保信息,居住证,申请办理,市民来电反映: 企业为员工参保，参保工资由哪几部分组成？是否包含津贴和补贴？请社保局核实处理！谢谢！（请职能局按规定在30分钟内联系市民，响应处置）,市社会保险事业局,社会保险事业局,1
225,20180103145977,公安（治安、交通）,社会治安,居住证,居住证,市民来电咨询:办理居住证的所需材料问题。,市公安局,公安局,3
226,20180102130085,交通港口,出租车,服务规范,绕道,市民公众号咨询：网约车资格证如何考取，在哪报名，如何报名，需要什么资料，怎么收费的问题,市交通运输和港航管理局,交通运输和港航管理局,1
229,20180103144050,人力保障,劳动保护,拖欠工资,拖欠工资,市民来电反映: 其是白龙北路仙桥花园海南省恒源房地产开发有限公司的工人，其表示该公司工人拖欠工资工人，一直未发放工资还不承认，故投诉该公司。请美兰区政府核实处理！谢谢！（请职能局按规定在30分钟内核实处理，响应处置）,美兰区劳动监察大队,劳动监察大队,2
230,20180102133224,城管问题,街面秩序,机动车违停,移车,市民来电反映: 琼山区府城路绣衣坊18号门口的斜对面有一辆机动车（琼A52M77）违停放在斑马线，要求车主移车，请交警核实处理，谢谢！（请职能局按规定在30分钟内联系市民，响应处置）,市公安局交通警察支队,公安局交通警察支队,3
234,20180102131752,城乡建设,道路维护,路面养护,路面污染,市民微信反映: 美兰区灵山镇信达海天下小区旁工地的工程车拉土污染路面，请城管部门核实处理！（请职能局按规定在30分钟内联系市民，响应处置）,美兰区城管局,城市管理行政执法局,2
236,20180102134016,公安（治安、交通）,交通管理,交通设施,交警指挥,"市民来电反馈：（政府工单号：20180102133508）《关于美兰区群上路群上村银河发饰旁边有辆出租车占用其私人停车位的问题》工单情况
工单内容：
市民来电反映:美兰区群上路群上村银河发饰旁边有辆机动车占用其私人停车位（琼AQK503），请交警核实处理！（请职能局在规定30分钟内联系市民，响应处置）",市公安局交通警察支队,公安局交通警察支队,3
237,20180102134345,司法行政,其他,其他,其他,"海南港航控股来电咨询：工单号20180102134013《关于海南港航控股有限公司收取租费不合理的问题》工单信息
工单内容： 
市民来电反映: 2017年港航控股公司对马村港场地的租户收取每平方米是2元，现在发出公告收取10元一平方米，没有经过租户的同意，其认为不合理，请海南港航控股有限公司核实处理（请职能局按规定在30分钟内联系市民，响应处置）      


",海南港航控股有限公司,港航控股有限公司,4
238,20180103146087,人力保障,劳动保护,最低工资,最低工资,市民网站反映：其本人于7月份入职海口美兰尚乐宫仙指圣堂足浴店，到11月份入职工作满3个月都没签订劳动合同，每个月无辜克扣500元，现在离职，10月11月工作没结算，同事要求赔偿个人损失。已经报给美兰劳动稽查大队，已经有45天没有结果。请美兰区政府核实处理，谢谢！（请职能局按规定在30分钟内核实处理，响应处置）,美兰区劳动监察大队,劳动监察大队,2
240,20180103138544,“12345”热线,传真信息,信息咨询,信息咨询,市民来电咨询：车管所电话号码的问题。,市公安局交通警察支队,公安局交通警察支队,3
242,20180103141076,环境保护,污染,噪音污染,施工噪音,"市民来电反映: 龙华区国贸玉沙路京华城北门有工地超时施工，噪音扰民。请城管核实处理。（请职能局按规定在30分钟内核实处理，响应处置） 
                                       ",龙华区城管局,城市管理行政执法局,2
244,20180102129610,公安（治安、交通）,交通管理,交通设施,交警指挥,市民来电咨询：车辆异地违停是否可以在海口处理的问题,市公安局交通警察支队,公安局交通警察支队,3
247,20180102130548,公安（治安、交通）,其他,其他,其他,市民来电咨询:解放西友谊广场属于哪个派出所管辖。,市公安局,公安局,3
248,20180102130880,人力保障,劳动保护,拖欠工资,拖欠工资,市民来电反映:龙华区海秀东路132-2号鑫园商住楼四层海南第四建设工程有限公司拖欠其一年的工资，其现在在美兰区国兴大道11号国瑞城旁边的农业银行，希望工作人员到现场协调处理，请美兰区政府核实处理！（30分钟办件）,美兰区劳动监察大队,劳动监察大队,2
250,20180102131441,“12345”热线,其他,其他,其他,龙华区市政来电咨询: 要求6786号话务代表回电的问题,市政工程维修公司,市政工程维修公司,4
254,20180101121176,司法行政,其他,其他,其他,"凤翔街道办来电咨询：工单号20171230102497《关于琼山区金泉大厦小区物业工作人员不愿收取其缴纳的电费不合理的问题》工单信息
工单内容：
市民来电反映: 其是琼山区金泉大厦小区6B住户,其向物业工作人员缴纳3月份至12月份电费不愿收取，物业工作人员要求其一定补缴纳1月份至2月份电费如不缴纳就会断其家的电，其认为不合理，故来电反映。请琼山区政府核实处理！（请职能局按规定在30分钟内联系市民，响应处置） ",琼山区政府服务中心,政府服务中心,2
255,20180102125011,公安（治安、交通）,其他,其他,其他,市民网站咨询：居住证办理在什么部门？需要什么资料？请公安部门核实处理！（请职能局按规定在30分钟内联系市民，响应处置）,市公安局,公安局,3
